4 guiac pos stool  Given the patient s sx of GERD  current PO steroid regimen  and ASA for her stents  the ddx for her guiac positive stools would include gastritis  gastric ulcer in addition to lower GI pathology,"['NPP', 'PIP']"
4 hypertrophic obstructive cardiomyopathy,['NPP']
41 yo man with CRFs of DM Type II  high cholesterol  smoking history  family hx  HTN p  w episodes of atypical CP x 1 week  with rest and exertion,"['NPP', 'PIP']"
46  yoman w cocaine abuse presents w LE edema and DOE likely from diastolic heart failure in the setting of cocaine use complicated by hypertensive urgency,"['NPP', 'PIP']"
47 female with ho HCV cirrhosis compocated by encephalopathy  ascites  and ho portal vein thrombosis  right anterior portal vein  and portalcaval shunt  reversed flow in main portal vein  presents from liver clinic with increasing abdominal girth,"['NPP', 'PIP']"
5 CAD  with known TO RCA,['NPP']
5 CAD with 1vessel disease  50 stenosis D1 in 20140607  normal stress,"['PIP', 'NPP']"
5 Chronic constipation from laxative abuse,"['NPP', 'PIP']"
5 HEMATOLOGY  The patient was discharged on Coumadin for apical akinesis and stroke risk,['NPP']
5 L femur xray  0618  Predominantly sclerotic lesion with interval periosteal new bone formation involving the intertrochanteric and subtrochanteric regions,"['PIP', 'NPP']"
5 Mass effect was considered  although no focal deficits were ever noted on examination and due to the fluctuating sensorium  it was determined that there was no severe underlying structural abnormality,"['NPP', 'PIP']"
5 Paraplegia secondary to HTLV from a trip to the Bahamas five to six years ago,"['PIP', 'NPP']"
5 Type 2 DM  Patient was initially covered with an insulin drip while septic and then transitioned back to insulin sliding scale,['NPP']
50 yo M from Taheimpromong admitted w  CP for r  o MI,['NPP']
55 year old man with history of metastatic bladder cancer and recurrent DVT s on Lovenox admitted with lower GI bleeding,['NPP']
55 yo M w ho recurrent bladder ca sp cystectomy w ileal conduit pw BRBPR to OSH,['NPP']
6 Acetaminophen 325 mg Tablet Sig  Two  2  Tablet PO Q6H  every 6 hours  as needed for fever or pain,['NPP']
6 CHF with EF 25 on last echo on 20170719,['NPP']
6 ESRD on HD  Pt has ESRD secondary to her DM and is on HD,"['NPP', 'PIP']"
6 If you experience any fevers  chills  chest pain  shortness of breath  dizziness or any other concerning symptoms please return to the emergency department,['NPP']
6 Interstitial cystitis,['NPP']
6 Rectal bleeding  The patient has a history of rectal bleeding  ever since his brachytherapy for his prostate cancer,['NPP']
6 Type 1 diabetes mellitus with triopathy  retinopathy  neuropathy  nephropathy,"['NPP', 'PIP']"
60 yo M with exertional angina  positive ETT  cath with severe 3VD,"['NPP', 'PIP']"
61 yo AfricanAmericanHispanic male had abnormal EKG found as part of preop eval for ventral hernia repair,['NPP']
64yearold G5P5 postmenopausal for 10 years with a history of two months of progressive abdominal distention  crampy abdominal pain  urinary frequency and diarrhea,['NPP']
67 yo male with worsening shortness of breath Had abnormal ETT and referred for cath,['NPP']
69 yo female wtih PMH significant for ESRD on HD  type 2 DM  and recent PE resulting in PEA arrest admitted through the Juan with sepsis of unknown etiology,"['NPP', 'PIP']"
7 BPH,['NPP']
7 Chronic diarrhea with multiple admissions for dehydration with most recent one on 20110226,"['NPP', 'PIP']"
7 GI  Ms Pimental is an unfortunate 95 year old woman  status post a recent fall necessitating right ORIF of the hip and right wrist fracture ORIF  who was in the hospital for this event  when it was noted that she had abdominal pain  distention and coffee ground emesis with worsening mental status and renal failure,['NPP']
70 yo male with ho CAD  T2DM  hyperlipidemia  and COPD who presented to the Juan on 20170903 with worsening SOB x 5 days from Morton Hospital  Medical Center,['NPP']
70 yo male with ho CAD sp LAD PTCA 33 yrs ago  COPD  T2DM  and AICD pocket infection who presented to the Juan on 20170903 with worsening SOB x 5 days and feeling  cloudy,['NPP']
72 yo M with rib fx sp trauma  failure on previous CXR  now with fever,"['NPP', 'PIP']"
73 yo M transferred from Youville Hospital with ho colon cancer with known liver mets now with epidural abscess and corynebacterium bacteremia,"['NPP', 'PIP']"
75 y  o F with DM  COPD on 2L NC and Bipap at night p  w generalized weakness and fatigue  urinary incontinence and shaking as well as increased sputum production,"['NPP', 'PIP']"
75 y  o F with h  o COPD c  b frequent exacerbations p  w typical flare symptoms,"['PIP', 'NPP']"
8 Depression,['NPP']
82 F with ho COPD  CAD  pafib and SSS sp pacer on 0508 for symptomatic pauses is transferred for large pericardial effusion  needing drainage and CHF,"['NPP', 'PIP']"
82 yo f w ho afib  SSS sp pacer 0508 cb PTX requiring CT  CAD  who was readmitted 0524 with ARF and lethargy  found to have a large pericardial effusion and bilateral pleural effusions  with echo showing no evidence of tamponade  who is transferred for possible pericardial effusion drainage and treatment of CHF  as well as drainage of bilateral pleural effusions,"['NPP', 'PIP']"
9 Albuterol Sulfate 0083  Solution Sig  One  1  puff Inhalation Q6H  every 6 hours  as needed for shortness of breath or wheezing,['NPP']
9 History of syncope and first degree AV heart block with beta blocker therapy,['NPP']
9 Left UE markedly more edematous than right UE  this could be from fracture  or there could be a clot  an abscess in the area also a possiblity,"['NPP', 'PIP']"
9 Left femoral AV fistula 20170419,['NPP']
90 yearold woman with ho of HTN pw substernal chest pain shortly after exercise at nursing home  with EKG showing ST depressions in V1V4 and troponin 007,['NPP']
90 yo F with MMP  see below  who sustained a mechanical fall down stairs resulting in a hip and arm fracture,"['NPP', 'PIP']"
92 year old woman with MS changes  abd pain hypotension and bloody lavage on Lovenox+ASA,['NPP']
95 yo F with MMP who sustained a mechanical fall down stairs resulting in a hip and arm fracture,"['NPP', 'PIP']"
984  94  22  12096  98 on 2L NAD  using scalenes  AT  NC  no oral lesions  Bibasilar rales otherwise clear  good air movement  RRR  no MRG  NTND +BS  no CCE  2+ DPs,['NPP']
A 34 year old white female lying in bed  anxious  blood pressure of 220120  afebrile,['NPP']
A 5 cm laceration was noted over the patient s occiput on further inspection with no exposed underlying bone,['NPP']
A CT scan of your abdomen showed a right pelvic mass  most likely a hematoma  which had been described previously in 20150328,"['PIP', 'NPP']"
A CXR was performed the evening of 516  showing moderate sized bilateral pleural effusions  stable cardiomegaly and a possible RLL infiltrate,['NPP']
A HIDA scan showed no flow  question of pancreatitis versus common bile duct obstruction,['NPP']
A Hepatology consult was obtained who felt that the most likely etiology of these cysts were from hepatic candidiasis  although one could not rule out lymphoma involving from Burkitts,"['NPP', 'PIP']"
A Holter showed atrial fibrillation with period of ventricular bigemini,"['NPP', 'PIP']"
A II  VI systolic ejection murmur is at the base  minimal radiation to the carotids,['NPP']
A bone scan revealed increased uptake in the left chest wall  left anterior ribs four to six  and increased uptake in the left and right lateral skull in the area of the parotids,['NPP']
A bronchoscopy was done and there was blood found in the upper airways but no evidence of blood in alveoli so it was not felt to be DAH,['NPP']
A cardiology consult was obtained for this episode of diaphoresis with tachycardia  as well as for an EKG being read as having anterolateral changes,"['NPP', 'PIP']"
A chest xray in the Oaksgekesser Memorial Hospital Emergency Room showed new changes on his chest xray on top of his usual severe bilateral emphysema with scarring in both lungs,"['NPP', 'PIP']"
A chest xray showed clearing of the opacities in the chest xray that were consistent with pulmonary edema because he continued to have some abnormality in the right lower lobe,['NPP']
A complex plaque was found in the aortic arch in the descending thoracic aorta  although this plaque is nonmobile,['NPP']
A fine needle aspirate of this mass reportedly revealed giant cell tumor,"['PIP', 'NPP']"
A head CT scan was negative  but an MRI scan of the spine showed an L5 metastasis with a fracture and had with epidural and paraspinal extension,['NPP']
A left pleural effusion developed and this was tapped with ultrasound guidance  and found to be sterile  and without evidence of empyema,['NPP']
A lucency and irregularity of the glenoid  possibly representing a fracture  was also seen  and a CT scan was therefore obtained in order to evaluate this area,"['PIP', 'NPP']"
A magnetic resonance imaging and magnetic resonance angiogram study was obtained  which showed no clear evidence of arterial dissections or infarction or other pathologic processes,['NPP']
A magnetic resonance imaging study will be scheduled as an outpatient in three months to rule out a small vascular malformation if responsible for the hemorrhage,"['NPP', 'PIP']"
A mass like thickening of the urinary bladder suggestive of either detrusor hypertrophy or possibly tumor,"['NPP', 'PIP']"
A neurologic workup was undertaken which included a CT scan of the head which revealed no acute bleed and a lumbar puncture which revealed a glucose of 72  protein 65  white blood cell count 19  red blood cell count 11500 with no evidence of xanthrochromasia,['NPP']
A neurological examination was performed which revealed no abnormality and imaging included a head scan which revealed no bleed and a cervical spine series which revealed degenerative joint disease but no obvious fracture,['NPP']
A postoperative MRI was obtained which revealed no remarkable findings but only post surgical changes,['NPP']
A psychiatric consult was also obtained due to his mental status and confusion postoperatively but his psychiatric issues are mostly related to his neurologic insults and he has no distinctive psychiatric disorder  except for perhaps postoperative delirium,"['PIP', 'NPP']"
A repeat CT was done showing nodular thickening along the right major and minor fissure  concerning for intrapleural tumor implants,"['PIP', 'NPP']"
A repeat chest xray done for dyspnea showed persistent pleural effusion with atelectasis versus pneumonia,['NPP']
A right upper quadrant ultrasound did not reveal any gallstones or common bile duct dilatation indicative of cholecystitis or cholelithiasis,"['NPP', 'PIP']"
A right upper quadrant ultrasound documented gallstones  without evidence of common bile duct dilatation or active cholecystitis,['NPP']
A second endoscopy was also performed several days later  in order to rule out a gastric ulcer  and also because the patient had had another episode of melena,['NPP']
A second episode occurred where the baby turned pale,"['PIP', 'NPP']"
A small  moderatesized  mildintensity  reversible posterior lateral defect was also seen  indicative of mild  moderate ischemia,"['PIP', 'NPP']"
A small intimal tear in the arch of the aorta during the angiogram  was without sequelae,"['NPP', 'PIP']"
A swan was placed for a more accurate picture of his volume status and he was volume overloaded by swan numbers with an elevated PAD and elevated CVP without an obtainable wedge pressure,['NPP']
ABD PAIN PELVIC PAIN,['NPP']
ABDOMEN  SOFT  NONTENDER  NONDISTENDED,['NPP']
ABG revealed widened Aa gradient so a ddimer was sent which was elevated,['NPP']
AICD Pocket infection cb MSSA bacteremia  pericardial effusion sp mediastinal exploration  evacuation of pericardial effusion  hematoma  20170724,"['NPP', 'PIP']"
AP  48 yo morbidly obese woman with HCV cirrhosis cb encephalopathy  esophageal varices and partial vein thrombosis  but no hx of SBP  presents with increasing abdominal girth likely secondary to ascites,"['NPP', 'PIP']"
AP  48yo man with ho HCV  bipolar DO  ho suicide attempts  aw overdose of Inderal  Klonopin  Geodon  sT Jackson stay with intubation for airway protection  with question of L retrocardiac infiltrate  now doing well,['NPP']
ATNC  Pupils dialted at 5 mm but minimally reactive  anicteric,['NPP']
Abd  Soft  ND  nontender  + BS  no guarding  no rebound  multiple well healed scars,['NPP']
Abd  normal size  nd  no scars  nl bs  soft  nt  palp liver,['NPP']
Abd  obese  +BS  soft  NTND,['NPP']
Abd  soft  +distension with tympany  no HSM  hyperactive BS,"['NPP', 'PIP']"
Abd soft  NTND  + bs  no masses  ostomy in RLQ pink  with stool,['NPP']
Abdm  soft NT  ND  NABS,['NPP']
Abdomen  Positive bowel sounds  soft  nondistended  nontender,['NPP']
Abdomen  Positive bowel sounds  soft  nontender  nondistended  no masses  no hepatosplenomegaly,['NPP']
Abdomen  Slightly distended  nontender,['NPP']
Abdomen  Soft  nontender  nondistended  good bowel sounds,['NPP']
Abdomen  obese  soft  mildly distended dull to percussion throughout  no tenderness  liver nonpalpable due to large volume of ascited,"['NPP', 'PIP']"
Abdomen  soft  nontender  nondistended  normal active bowel sounds,['NPP']
Abdomen distended  mild tenderness on the left  bowel sounds present  nohepatosplenomegaly,"['NPP', 'PIP']"
Abdomen had decreased bowel sounds  soft  nontender  and nondistended,['NPP']
Abdomen is soft  nontender  and nondistended,['NPP']
Abdomen is soft  nontender  nondistended  no masses  positive bowel sounds,['NPP']
Abdomen is soft  nontender  with no organomegaly or masses,['NPP']
Abdomen is soft  with marked suprapubic tenderness and reduced bowel sounds,['NPP']
Abdomen is soft and nontender without hepatosplenomegaly or mass,['NPP']
Abdomen is soft and obese  nontender,['NPP']
Abdomen nondistended  positive bowel sounds  soft  nontender  no hepatosplenomegaly or masses,['NPP']
Abdomen obese  no scars,['NPP']
Abdomen soft  nontender and distended,['NPP']
Abdomen was distended  tympanitic  mildly tender epigastrium and right lower quadrant,['NPP']
Abdomen was obese with positive bowel sounds  nontender  nondistended,['NPP']
Abdomen was soft  nontender  nondistended,['NPP']
Abdomen was soft  nontender with no masses palpable,['NPP']
Abdominal CT showed inflammation in the right upper quadrant  small fluid in the circumferential thickening of the distal stomach,['NPP']
Abdominal CT while in the Emergency Department revealed likely primary colorectal adenocarcinoma with multiple liver metastases,"['NPP', 'PIP']"
Abdominal examination revealed an abdomen that is nondistended  nontender,['NPP']
Abdominal examination revealed that the abdomen was soft  nontender  nondistended  no organomegaly  no masses  normal active bowel sounds,['NPP']
Abdominal pain predominally on the right upper quadrant  no signs of peritoneal irritation,['NPP']
Abnormal EEG due to the moderately slow posterior background and occasional bursts of generalized slowing,"['NPP', 'PIP']"
Abnormal Laboratory Result  Abnormal Pap Test  Monilial Vaginitis,['NPP']
Abnormal Pap Test  history of  Bacterial Vaginitis  Contraception Management  Hiv Counseled,['NPP']
According to her guardian she was discharged to her NH for a few days after her pacer was placed 0508  which was complicated by a PTX requiring CT placement which had been dc d in the hospital after resolution of her PTX,['NPP']
According to her scanty records  an MRI of the spine showed diffuse spinal column involvement with lesions in T4 and T8 with no cord compression at that time,"['NPP', 'PIP']"
Achest xray done at that time showed left pleural effusion and small right pleural effusion  not pulmonary edema and left lower lobe consolidations,['NPP']
Admitted for diagnostic  therapeutic paracentesis and then transferred to the ICU for hypotension  confusion and anemia,['NPP']
Admitted to TSICU for subarachnoid hemorrhage and multiple spinal fractures,['NPP']
Adrenal insufficiency,['NPP']
Adultonset diabetes mellitus x 40 years  history of silent myocardial infarction  coronary artery bypass graft  three vessels in 1987   history of chronic  stable angina pectoris  Fournier aposs gangrene versus necrotizing fasciitis  congestive heart failure in 0397 while in the hospital for a rib fracture  glaucoma  diabetic retinopathy with blindness in the right eye  history of gastric stapling  left rib fracture  right femur surgery,"['NPP', 'PIP']"
AfibSSS  She was Apaced  pacer placed 0508 in DDDR mode  complicated by PTX requiring chest tube which resolved and tube was removed during admit for pacer  no evidence of PTX on most recent CXR,['NPP']
After BiPAP was initiated  the patient became hypotensive down to 7528 and bradycardiac  responding to 3 fluid boluses over the course of the night,['NPP']
After her endoscopic retrograde cholangiopancreatography the patient developed  jaw clenching  biting tongue  rigidity and cold  chills,"['NPP', 'PIP']"
Again seen are subtle hypodensities within the periventricular white matter which is an indication of chronic microvascular ischemic changes  stable,"['NPP', 'PIP']"
Again seen was a slightly irregular contour of the liver with dilated hepatic veins suggesting chronic hepatic vascular congestion,"['NPP', 'PIP']"
Ahead CT scan revealed a metastatic lesion in the right vertex of the calvarium but no intracranial abnormalities,['NPP']
Also  a long discussion was taken with the patient as most of his chest discomfort happens when he is quite anxious,"['NPP', 'PIP']"
Also  the patient has a past medical history of hypertension  glucose intolerance  peripheral neuropathy,['NPP']
Also had labile blood sugars with repeated episodes of hypoglycemia  and Strickland recommended sugars in the range of 150200,"['PIP', 'NPP']"
Also noted is sclerosis and opacification of the visualized left mastoid air cells and mastoid tip  likely chronic inflammatory,"['PIP', 'NPP']"
Although there was never any bacteria isolated from the blood you had some bacteria in the urine which you are being treated for,['NPP']
Alzheimer aposs disease secondary to Down aposs syndrome,"['NPP', 'PIP']"
An ECHO did not reveal any wall motion abnormalities related to ischemia,"['NPP', 'PIP']"
An MRI was done and this showed a signal abno in L3 L4  disciitis vs osteo without a definitive epidural abscess,"['NPP', 'PIP']"
An abdominal and pelvic CT scan with IV contrast revealed bilateral pulmonary nodules and bilateral pleural effusions  extensive liver metastases  narrowing of the intra hepatic IVC and distention of the azygous system suggestive of IVC obstruction by liver metastases  ascites  multiple bony metastases  and an isolated splenic metastases,"['NPP', 'PIP']"
An adenosine SESTAMIBI was performed on 101297  which showed a negative electrocardiogram for ischemia and cardiac perfusion scans  with a moderatesized  dense  fixed inferior defect indicative of scar,"['NPP', 'PIP']"
An angiogram was done which disclosed possible subsegmental pulmonary emboli of the upper lobes as well as infiltrates consistent with aspiration pneumonia,"['NPP', 'PIP']"
An echocardiogram performed at the outside hospital while he was septic showed decreased global EF,['NPP']
An echocardiogram was performed on Columbus Day which showed an ejection fraction of 50  left atrial enlargement  thickening of the aortic wall consistent with atherosclerotic changes  left ventricle size  and systolic function within normal limits,"['NPP', 'PIP']"
An magnetic resonance imaging study showed basilar artery disease  questionable aneurysm,['NPP']
An ultrasound of the right upper quadrant did not reveal any cholelithiasis or cholecystitis  however  an irregular hepatic contour was seen which is suggestive of underlying chronic liver disease,"['PIP', 'NPP']"
An ultrasound on 12500 showed six gallstones without cholecystitis,['NPP']
An ultrasound showed normal gallbladder with no wall thickening but a dilated common bile duct of 8 mm measured on CT scan,['NPP']
An underlying mass lesion or cancer cannot be excluded in this area  and further clinical investigation is recommended,['NPP']
Anemia  Hct dropped following the tap and there was concern for bleed into her abdomen,"['PIP', 'NPP']"
Anemia  discharge hematocrit 28  not iron deficient,['NPP']
Anemia of chronic disease,"['PIP', 'NPP']"
Angiography performed on October 31  1999  showed normal vascular distribution of the head and neck with no recurrence of arteriovenous malformation,['NPP']
Anterior apex akinesis  inferior apex akinesis  and apex akinesis,['NPP']
Apnea and bradycardia of prematurity,['NPP']
Apparently once his pain was free  his EKG was noted to have hyperacute Twave anteriorly without progression,['NPP']
Arthrogram in the distant past showed a right rotator cuff tear and he now has increased pain in his left shoulder,['NPP']
As a small complication  the patient opened a left ankle wound post saphenous vein harvest  which persists up until now and is of a size 2 x 1 cm,"['NPP', 'PIP']"
As for the patient s ALL and AML  the patient was started on a new chemotherapy protocol called hyperCVAD on 20120306,"['PIP', 'NPP']"
As of 47  her electrocardiogram had reverted back to normal and there is no evidence of congestive heart failure or continued electrocardiogram changes  and chest pain is absent,['NPP']
As summarized above  the patient had a nonST elevation MI with evidence of an 80 percent mid LAD lesion for which he underwent angioplasty without stent placement,"['PIP', 'NPP']"
As the patient became more awake  he still remained somewhat confused and a little bit out of it,"['PIP', 'NPP']"
As volume depletion was thought to be the cause of her low BP  only the BBlocker was restarted,"['PIP', 'NPP']"
Aspirin 325 mg qd  Plavix 75 mg qd  Lipitor 20 mg qd  nitroglycerin 03 mg sublingually prn chest pain or pressure or shortness of breath  lisinopril hydrochlorothiazide 20  125 mg qd  atenolol 25 mg qd,['NPP']
Asthma  COPD on BiPAP  history of intubation,['NPP']
Asthma flare and bronchitis,['NPP']
At 115 PM on 100694  the patient was found unresponsive with no heart sounds  carotid pulse  respiratory excursions  or pupillary reactions,"['PIP', 'NPP']"
At Erich Lindemann Mental Health Center she was discovered to have ARF  a large pericardial effusion  and bilateral pleural effusions,['NPP']
At OSH  sputum cultures grew Pseudomonas and MRSA  and he was restarted on Zosyn  0808  and Vancomycin  0809,['NPP']
At baseline the patient denies any previous chest pain  pressure  dyspnea on exertion  orthopnea  PND or palpitations,['NPP']
At that point he had a change in mental status and was no longer responsive,"['PIP', 'NPP']"
At that time BP was attributed to abdominal pain and inability to take PO meds dt nausea  vomiting,['NPP']
At that time a pelvic ultrasound was performed showing extensive fluid and clear mass within the pelviabdominal cavity,['NPP']
At the same time  the patient also developed distentions of the abdomen consistent with accumulation of ascitic fluid,"['NPP', 'PIP']"
At the time of discharge  his Plavix was held due to Guaiac positive stools and hematocrit drop throughout admission,['NPP']
At the time of presentation the patient denied headache  arm weakness  changes in vision  dysarthria  abdominal pain  nausea or vomiting  chest pain or shortness of breath,['NPP']
At the time of transfer  he was initially admitted to the CMI Service after undergoing cardiac catheterization which revealed a long LAD lesion that was angioplastied without stent placement  and a total occlusion of the RCA with collaterals,['NPP']
Atrioseptal defect repair in 1970  cardiomyopathy  rightsided congestive heart failure  pulmonary hypertension  history of atrial fibrillation and atrial flutter  history of prostate cancer  status post brachytherapy  history of rectal bleeding  obstructive sleep apnea on CPAP,['NPP']
Back and neck were stiff and sore  without localizing tenderness,"['PIP', 'NPP']"
Basilar artery stenosis with basilar thrombosis and quot top of the basilar quot syndrome,"['NPP', 'PIP']"
Because of his confusion  a neurology consult was obtained and subsequent radiographic imaging revealed chronic appearing infarcts in the right occipital lobe as well as both cerebellar hemispheres  suggestive of more chronic infarcts  as well as an area in the left corona radiata  adjacent to the left lateral ventricle which may or may not be an acute infarct,"['NPP', 'PIP']"
Because of the tongue injury and tachycardia as well as possible infection given her fevers or chills the GI Service transferred the patient to the CMED CCU for close observation,"['NPP', 'PIP']"
Because of this continued agitation  a head CT was performed on 070100 and it revealed an intraparenchymal hemorrhage,['NPP']
Benign positional vertigo vs labyrinthitis,['NPP']
Biapical lung scarring and mild bronchiectasis are present,"['PIP', 'NPP']"
Bibasilar subsegmental atelectasis together with bilateral pleural effusions appear relatively unchanged,['NPP']
Bilateral crackles at bases and midlungs  elevated JVP  trace bilateral ankle edema  and CXR with diffuse opacities suggest possible pulmonary edema  likely secondary to acute MI,"['NPP', 'PIP']"
Bipolar DO with one suicide attempt by overdose several years ago,"['NPP', 'PIP']"
Blindness 0226 macular degeneration,"['PIP', 'NPP']"
Blunting of left CPA likely effusion,"['PIP', 'NPP']"
Bowel sounds positive  soft  mildly tender in the epigastrium without hepatosplenomegaly  mass or tenderness,['NPP']
Bowel sounds positive  soft  nontender  nondistended,['NPP']
Breech  Multiple gestation,['NPP']
Briefly  the patient was taken to the operating room to repair his critical aortic stenosis  his coronary artery disease and his significantly dilated ascending aortic aneurysm,['NPP']
